data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', '592F[4.00,0.00,0.00]=4.99', '5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.98', 'le_us=5554', 'est[0.02,-0.11,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.51']"
"['5B01[4.00,4.00,0.00]=5.53', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=4.01']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.23', '1495[0.00,4.00,0.00]=3.97', 'le_us=6500', 'est[0.00,-0.11,-0.03,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.87', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.62', 'le_us=5493', 'est[0.00,-0.11,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.65']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.95', 'le_us=6469', 'est[-0.00,-0.09,-0.05,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.95', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5493', 'est[0.00,-0.08,-0.06,31]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.11', '1495[0.00,4.00,0.00]=4.01']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.95', '1495[0.00,4.00,0.00]=3.97', 'le_us=3417', 'est[0.00,-0.07,-0.06,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.57', 'le_us=3631', 'est[-0.00,-0.06,-0.02,16]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.50', 'le_us=5859', 'est[0.02,-0.11,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.13', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5523', 'est[0.03,-0.10,-0.05,60]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.60']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=3.96', 'le_us=3417', 'est[0.00,-0.06,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.61']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.40', '1495[0.00,4.00,0.00]=3.93', 'le_us=6500', 'est[-0.00,-0.05,-0.04,31]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.88', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5523', 'est[0.01,-0.05,-0.05,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.63', 'le_us=4150', 'est[0.00,-0.06,-0.05,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.46', 'le_us=5706', 'est[-0.03,-0.02,-0.01,64]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.97', '592F[4.00,0.00,0.00]=4.90']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.47']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.25', '1495[0.00,4.00,0.00]=3.99']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.19', '1495[0.00,4.00,0.00]=3.92', '5B01[4.00,4.00,0.00]=5.51', 'le_us=5554', 'est[-0.00,-0.02,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.91', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.01']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=4.00', 'le_us=6622', 'est[0.00,-0.06,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.80', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.55']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.89', '1495[0.00,4.00,0.00]=3.99', 'le_us=3753', 'est[0.01,-0.07,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5554', 'est[0.02,-0.07,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5706', 'est[0.03,-0.09,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.94', '1495[0.00,4.00,0.00]=4.05', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.98', 'le_us=3753', 'est[-0.03,-0.06,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.24', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.98', 'le_us=6500', 'est[-0.01,-0.07,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.10', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=3.97', 'le_us=6500', 'est[0.00,-0.07,-0.03,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5554', 'est[-0.01,-0.06,-0.05,31]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.90', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.13', '1495[0.00,4.00,0.00]=3.95', 'le_us=6530', 'est[-0.00,-0.05,-0.06,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5554', 'est[0.01,-0.05,-0.06,45]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.58']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.92', 'le_us=976', 'est[0.00,-0.04,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.59']"
"['1495[0.00,4.00,0.00]=3.98', 'CD37[0.00,0.00,0.00]=0.00', '5B01[4.00,4.00,0.00]=5.63', '592F[4.00,0.00,0.00]=4.06', 'le_us=6072', 'est[0.01,-0.02,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.55', 'le_us=4302', 'est[0.02,-0.06,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.60']"
"['5B01[4.00,4.00,0.00]=5.56', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.21', '1495[0.00,4.00,0.00]=3.94', 'le_us=6500', 'est[0.02,-0.06,-0.05,45]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=6.53', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.55']"
"['5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.97', 'le_us=6774', 'est[0.03,-0.08,-0.06,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.23', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.55']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=3.98', 'le_us=5401', 'est[0.02,-0.08,-0.05,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5523', 'est[0.00,-0.05,-0.02,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.22', '5B01[4.00,4.00,0.00]=5.53']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.97', 'le_us=976', 'est[0.02,-0.06,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5249', 'est[0.01,-0.04,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.60', 'le_us=4150', 'est[0.01,-0.06,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5218', 'est[-0.00,-0.04,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.81', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.59']"
"['5B01[4.00,4.00,0.00]=5.56', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.74', '1495[0.00,4.00,0.00]=3.97', 'le_us=6469', 'est[0.01,-0.05,-0.02,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.52', 'le_us=5859', 'est[0.03,-0.11,-0.03,72]']"
"['592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.64', 'le_us=732', 'est[0.03,-0.06,-0.26,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.62']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.01', 'le_us=6866', 'est[0.02,-0.05,-0.19,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.98', 'le_us=6469', 'est[0.03,-0.06,-0.15,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.06', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5493', 'est[0.02,-0.05,-0.13,45]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.55', 'le_us=3448', 'est[0.02,-0.11,-0.11,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.11', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5859', 'est[0.02,-0.16,-0.09,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.43', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5523', 'est[0.03,-0.14,-0.08,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.59', 'le_us=3326', 'est[0.02,-0.12,-0.07,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5523', 'est[0.03,-0.11,-0.07,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.92', '5B01[4.00,4.00,0.00]=5.57']"
"['592F[4.00,0.00,0.00]=4.91', '5B01[4.00,4.00,0.00]=5.62', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.90', 'le_us=5676', 'est[0.00,-0.08,-0.06,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.61', 'le_us=823', 'est[0.00,-0.08,-0.06,86]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.92', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5554', 'est[-0.01,-0.07,-0.06,59]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.54', 'le_us=4302', 'est[-0.05,-0.04,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.97', '592F[4.00,0.00,0.00]=4.06', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5554', 'est[-0.03,-0.04,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.63', 'le_us=5401', 'est[-0.02,-0.06,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=3.97']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5554', 'est[-0.01,-0.06,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.53']"
"['5B01[4.00,4.00,0.00]=5.62', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.97', '1495[0.00,4.00,0.00]=3.96', 'le_us=6500', 'est[-0.02,-0.06,-0.05,59]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.21', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5401', 'est[-0.00,-0.07,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.88', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.65', 'le_us=5065', 'est[0.00,-0.05,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5737', 'est[0.01,-0.12,-0.02,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.45', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.54']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.80', '1495[0.00,4.00,0.00]=4.04']"
"['5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.02', 'le_us=4974', 'est[-0.01,-0.09,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.52']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=3.97', 'le_us=3601', 'est[-0.01,-0.08,-0.03,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.06', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5523', 'est[-0.02,-0.06,-0.00,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.29', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.61']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.01', 'le_us=5340', 'est[-0.07,-0.04,0.00,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.03', '592F[4.00,0.00,0.00]=4.88', '5B01[4.00,4.00,0.00]=5.63']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.05']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=3.97', 'le_us=6530', 'est[-0.04,-0.04,-0.01,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.02', '592F[4.00,0.00,0.00]=4.22', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.74', '1495[0.00,4.00,0.00]=3.96', 'le_us=6500', 'est[-0.03,-0.05,-0.03,59]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.64']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=3.96', 'le_us=3417', 'est[-0.04,-0.03,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.99', '592F[4.00,0.00,0.00]=4.91', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5737', 'est[-0.03,-0.04,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.95', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.67', 'le_us=5645', 'est[-0.02,-0.04,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.61', 'le_us=793', 'est[-0.01,-0.05,-0.02,82]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.57', 'le_us=823', 'est[0.00,-0.05,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.54']"
"['5B01[4.00,4.00,0.00]=5.62', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.08']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.19', '1495[0.00,4.00,0.00]=3.96', 'le_us=6500', 'est[0.01,-0.05,-0.04,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.89', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5523', 'est[0.02,-0.06,-0.05,59]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.05', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5859', 'est[-0.06,-0.03,-0.02,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.00', '592F[4.00,0.00,0.00]=4.13', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5859', 'est[-0.04,-0.10,-0.03,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.25', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.62']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.84', '1495[0.00,4.00,0.00]=3.98', 'le_us=6500', 'est[-0.02,-0.09,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.99', 'le_us=610', 'est[-0.01,-0.07,-0.02,80]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.86', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5523', 'est[0.00,-0.07,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5401', 'est[0.02,-0.06,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5523', 'est[0.00,-0.03,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.57']"
"['1495[0.00,4.00,0.00]=3.99', 'CD37[0.00,0.00,0.00]=0.00', '5B01[4.00,4.00,0.00]=5.66', '592F[4.00,0.00,0.00]=4.13', 'le_us=6042', 'est[-0.00,-0.02,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.11', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5523', 'est[0.00,-0.03,-0.03,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.55']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '1495[0.00,4.00,0.00]=3.97', 'le_us=6500', 'est[0.02,-0.04,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.02', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.59']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.82', '1495[0.00,4.00,0.00]=4.01']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=3.98', 'le_us=6500', 'est[0.02,-0.05,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.62', 'le_us=2777', 'est[0.00,-0.03,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.58', 'le_us=3112', 'est[-0.01,-0.01,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.05', '5B01[4.00,4.00,0.00]=5.63', 'le_us=5249', 'est[0.00,-0.01,-0.01,70]']"
