data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', 'CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.67', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3417', 'est[0.88,0.41,0.08,58]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.76', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3265', 'est[0.87,0.42,0.21,58]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.68', 'le_us=2746', 'est[0.90,0.45,0.06,56]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3479', 'est[0.89,0.44,0.19,58]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.77', 'le_us=3540', 'est[0.89,0.43,0.29,58]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.71', 'le_us=3540', 'est[0.88,0.44,0.35,57]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.70', '5B01[4.00,4.00,0.00]=4.74', 'le_us=2746', 'est[0.89,0.44,0.35,57]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3051', 'est[0.89,0.44,0.32,56]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.73', 'le_us=3112', 'est[0.90,0.45,0.29,56]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.73', 'le_us=2990', 'est[0.90,0.45,0.30,56]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.70', 'le_us=3479', 'est[0.90,0.44,0.36,58]']"
"['CD37[0.00,0.00,0.00]=1.10', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.70', 'le_us=3143', 'est[0.91,0.46,0.32,55]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.80', 'le_us=3387', 'est[0.87,0.41,0.08,58]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3173', 'est[0.86,0.39,-0.01,59]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.83', 'le_us=3784', 'est[0.86,0.40,0.14,58]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.67', '5B01[4.00,4.00,0.00]=4.75', 'le_us=3356', 'est[0.85,0.39,-0.01,59]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.72', 'le_us=2807', 'est[0.86,0.41,0.04,56]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.67', 'le_us=3082', 'est[0.88,0.43,0.04,55]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3112', 'est[0.86,0.41,-0.10,59]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.67', '5B01[4.00,4.00,0.00]=4.71', 'le_us=2777', 'est[0.87,0.42,-0.00,56]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3479', 'est[0.87,0.42,0.14,58]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3051', 'est[0.89,0.43,0.14,56]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.17', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.67', 'le_us=2746', 'est[0.89,0.45,0.18,56]']"
"['CD37[0.00,0.00,0.00]=1.11', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.71', 'le_us=2777', 'est[0.90,0.45,0.24,56]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.17', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.83', 'le_us=3387', 'est[0.85,0.40,0.03,57]']"
"['CD37[0.00,0.00,0.00]=1.00', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3448', 'est[0.84,0.42,0.15,57]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.10', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.70', 'le_us=3295', 'est[0.87,0.42,0.14,56]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.09', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3326', 'est[0.87,0.41,0.03,58]']"
"['CD37[0.00,0.00,0.00]=1.06', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.73', 'le_us=2807', 'est[0.88,0.42,0.10,57]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.73', '5B01[4.00,4.00,0.00]=4.79', 'le_us=3112', 'est[0.87,0.39,-0.04,60]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.59', '5B01[4.00,4.00,0.00]=4.79', 'le_us=3479', 'est[0.86,0.40,0.11,57]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3356', 'est[0.84,0.38,-0.08,53]']"
"['CD37[0.00,0.00,0.00]=1.01', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.69', 'le_us=3631', 'est[0.85,0.39,-0.20,58]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.70', 'le_us=2716', 'est[0.86,0.40,-0.07,57]']"
"['CD37[0.00,0.00,0.00]=1.03', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.61', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3509', 'est[0.86,0.41,0.09,58]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.17', '1495[0.00,4.00,0.00]=3.69', '5B01[4.00,4.00,0.00]=4.72', 'le_us=2746', 'est[0.87,0.42,0.16,57]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.74', 'le_us=3295', 'est[0.87,0.42,0.26,58]']"
"['CD37[0.00,0.00,0.00]=0.99', '592F[4.00,0.00,0.00]=3.13', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3479', 'est[0.86,0.42,0.34,58]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.06', '1495[0.00,4.00,0.00]=3.63', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3540', 'est[0.87,0.42,0.38,57]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.67', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3143', 'est[0.86,0.40,0.19,59]']"
"['CD37[0.00,0.00,0.00]=1.04', '592F[4.00,0.00,0.00]=3.14', '1495[0.00,4.00,0.00]=3.62', '5B01[4.00,4.00,0.00]=4.83', 'le_us=3295', 'est[0.87,0.42,0.18,56]']"
"['CD37[0.00,0.00,0.00]=1.05', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3021', 'est[0.89,0.41,-0.00,58]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.15', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.83', 'le_us=3356', 'est[0.89,0.43,0.04,56]']"
"['CD37[0.00,0.00,0.00]=1.02', '592F[4.00,0.00,0.00]=3.12', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.72', 'le_us=3265', 'est[0.89,0.43,0.07,57]']"
"['CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.11', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.71', 'le_us=2990', 'est[0.91,0.43,0.12,56]']"
"['CD37[0.00,0.00,0.00]=1.07', '592F[4.00,0.00,0.00]=3.08', '1495[0.00,4.00,0.00]=3.72', '5B01[4.00,4.00,0.00]=4.76', 'le_us=3112', 'est[0.90,0.40,-0.04,59]']"
"['CD37[0.00,0.00,0.00]=1.12', '592F[4.00,0.00,0.00]=3.00', '1495[0.00,4.00,0.00]=3.72', '5B01[4.00,4.00,0.00]=4.65', 'le_us=2990', 'est[0.93,0.41,-0.02,56]']"
"['CD37[0.00,0.00,0.00]=1.13', '592F[4.00,0.00,0.00]=3.04', '1495[0.00,4.00,0.00]=3.64', '5B01[4.00,4.00,0.00]=4.64', 'le_us=3051', 'est[0.95,0.43,0.01,55]']"
"['CD37[0.00,0.00,0.00]=1.16', '592F[4.00,0.00,0.00]=3.05', '1495[0.00,4.00,0.00]=3.66', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3112', 'est[0.95,0.42,-0.12,58]']"
"['CD37[0.00,0.00,0.00]=1.16', '592F[4.00,0.00,0.00]=2.99', '1495[0.00,4.00,0.00]=3.65', '5B01[4.00,4.00,0.00]=4.68', 'le_us=3540', 'est[0.96,0.43,0.07,57]']"
"['592F[4.00,0.00,0.00]=2.93', '1495[0.00,4.00,0.00]=3.74', '5B01[4.00,4.00,0.00]=4.59', 'le_us=701', 'est[1.00,0.43,-0.02,55]']"
"['CD37[0.00,0.00,0.00]=1.26', '592F[4.00,0.00,0.00]=2.92', '1495[0.00,4.00,0.00]=3.71', '5B01[4.00,4.00,0.00]=4.60', 'le_us=3051', 'est[1.03,0.44,0.05,54]']"
"['CD37[0.00,0.00,0.00]=1.22', '592F[4.00,0.00,0.00]=2.93', '1495[0.00,4.00,0.00]=3.73', '5B01[4.00,4.00,0.00]=4.60', 'le_us=2990', 'est[1.05,0.44,0.09,55]']"
"['CD37[0.00,0.00,0.00]=1.31', '592F[4.00,0.00,0.00]=2.87', '1495[0.00,4.00,0.00]=3.68', '5B01[4.00,4.00,0.00]=4.59', 'le_us=3356', 'est[1.04,0.41,-0.09,59]']"
"['CD37[0.00,0.00,0.00]=1.30', '592F[4.00,0.00,0.00]=2.82', '1495[0.00,4.00,0.00]=3.80', '5B01[4.00,4.00,0.00]=4.52', 'le_us=3021', 'est[1.09,0.39,-0.21,56]']"
"['CD37[0.00,0.00,0.00]=1.30', '592F[4.00,0.00,0.00]=2.80', '1495[0.00,4.00,0.00]=3.83', '5B01[4.00,4.00,0.00]=4.57', 'le_us=2777', 'est[1.13,0.39,-0.11,55]']"
"['CD37[0.00,0.00,0.00]=1.41', '592F[4.00,0.00,0.00]=2.74', '1495[0.00,4.00,0.00]=3.76', '5B01[4.00,4.00,0.00]=4.53', 'le_us=3082', 'est[1.17,0.41,-0.03,53]']"
"['CD37[0.00,0.00,0.00]=1.45', '592F[4.00,0.00,0.00]=2.81', '1495[0.00,4.00,0.00]=3.77', '5B01[4.00,4.00,0.00]=4.45', 'le_us=3051', 'est[1.20,0.43,0.10,54]']"
"['CD37[0.00,0.00,0.00]=1.39', '592F[4.00,0.00,0.00]=2.81', '1495[0.00,4.00,0.00]=3.80', '5B01[4.00,4.00,0.00]=4.45', 'le_us=2960', 'est[1.21,0.43,0.17,54]']"
"['CD37[0.00,0.00,0.00]=1.48', '592F[4.00,0.00,0.00]=2.79', '1495[0.00,4.00,0.00]=3.78', '5B01[4.00,4.00,0.00]=4.48', 'le_us=2777', 'est[1.23,0.44,0.26,53]']"
"['CD37[0.00,0.00,0.00]=1.50', '592F[4.00,0.00,0.00]=2.73', '1495[0.00,4.00,0.00]=3.77', '5B01[4.00,4.00,0.00]=4.47', 'le_us=3143', 'est[1.24,0.43,0.05,56]']"
"['CD37[0.00,0.00,0.00]=1.56', '592F[4.00,0.00,0.00]=2.66', '1495[0.00,4.00,0.00]=3.84', '5B01[4.00,4.00,0.00]=4.39', 'le_us=2746', 'est[1.29,0.44,0.15,53]']"
"['CD37[0.00,0.00,0.00]=1.57', '592F[4.00,0.00,0.00]=2.69', '1495[0.00,4.00,0.00]=3.85', '5B01[4.00,4.00,0.00]=4.43', 'le_us=2746', 'est[1.31,0.44,0.24,53]']"
"['CD37[0.00,0.00,0.00]=1.65', '592F[4.00,0.00,0.00]=2.68', '1495[0.00,4.00,0.00]=3.83', '5B01[4.00,4.00,0.00]=4.38', 'le_us=2777', 'est[1.35,0.46,0.34,53]']"
"['CD37[0.00,0.00,0.00]=1.69', '592F[4.00,0.00,0.00]=2.68', '1495[0.00,4.00,0.00]=3.83', '5B01[4.00,4.00,0.00]=4.38', 'le_us=2746', 'est[1.37,0.48,0.42,52]']"
"['CD37[0.00,0.00,0.00]=1.74', '592F[4.00,0.00,0.00]=2.63', '1495[0.00,4.00,0.00]=3.82', '5B01[4.00,4.00,0.00]=4.41', 'le_us=3082', 'est[1.41,0.49,0.48,52]']"
"['CD37[0.00,0.00,0.00]=1.73', '592F[4.00,0.00,0.00]=2.53', '1495[0.00,4.00,0.00]=3.87', '5B01[4.00,4.00,0.00]=4.43', 'le_us=3112', 'est[1.45,0.50,0.49,53]']"
"['CD37[0.00,0.00,0.00]=1.76', '592F[4.00,0.00,0.00]=2.55', '1495[0.00,4.00,0.00]=3.90', '5B01[4.00,4.00,0.00]=4.36', 'le_us=2807', 'est[1.48,0.49,0.52,52]']"
"['CD37[0.00,0.00,0.00]=1.86', '592F[4.00,0.00,0.00]=2.57', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=4.38', 'le_us=2807', 'est[1.51,0.50,0.59,53]']"
"['CD37[0.00,0.00,0.00]=1.85', '592F[4.00,0.00,0.00]=2.51', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=4.33', 'le_us=2807', 'est[1.54,0.49,0.62,53]']"
"['CD37[0.00,0.00,0.00]=1.85', '592F[4.00,0.00,0.00]=2.49', '1495[0.00,4.00,0.00]=3.90', '5B01[4.00,4.00,0.00]=4.29', 'le_us=2777', 'est[1.57,0.50,0.63,54]']"
"['CD37[0.00,0.00,0.00]=1.88', '592F[4.00,0.00,0.00]=2.47', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=4.33', 'le_us=2807', 'est[1.60,0.50,0.64,53]']"
"['CD37[0.00,0.00,0.00]=1.94', '592F[4.00,0.00,0.00]=2.40', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=4.24', 'le_us=2807', 'est[1.64,0.50,0.65,54]']"
"['CD37[0.00,0.00,0.00]=2.00', '592F[4.00,0.00,0.00]=2.37', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=4.34', 'le_us=3082', 'est[1.68,0.50,0.66,56]']"
"['CD37[0.00,0.00,0.00]=2.01', '592F[4.00,0.00,0.00]=2.36', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=4.21', 'le_us=2777', 'est[1.71,0.50,0.68,55]']"
"['CD37[0.00,0.00,0.00]=2.07', '592F[4.00,0.00,0.00]=2.29', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=4.26', 'le_us=3082', 'est[1.75,0.52,0.67,61]']"
"['CD37[0.00,0.00,0.00]=2.02', '592F[4.00,0.00,0.00]=2.30', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.23', 'le_us=2777', 'est[1.78,0.52,0.66,57]']"
"['CD37[0.00,0.00,0.00]=2.04', '592F[4.00,0.00,0.00]=2.31', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=4.22', 'le_us=3112', 'est[1.80,0.53,0.65,61]']"
"['CD37[0.00,0.00,0.00]=2.19', '592F[4.00,0.00,0.00]=2.23', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=4.22', 'le_us=3112', 'est[1.84,0.55,0.67,62]']"
"['CD37[0.00,0.00,0.00]=2.16', '592F[4.00,0.00,0.00]=2.18', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.22', 'le_us=3112', 'est[1.88,0.56,0.65,63]']"
"['CD37[0.00,0.00,0.00]=2.20', '592F[4.00,0.00,0.00]=2.14', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=4.11', 'le_us=2777', 'est[1.92,0.53,0.67,57]']"
"['CD37[0.00,0.00,0.00]=2.16', '592F[4.00,0.00,0.00]=2.17', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=4.15', 'le_us=3082', 'est[1.94,0.55,0.65,64]']"
"['CD37[0.00,0.00,0.00]=2.22', '592F[4.00,0.00,0.00]=2.20', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=4.14', 'le_us=2838', 'est[1.96,0.52,0.69,53]']"
"['CD37[0.00,0.00,0.00]=2.25', '592F[4.00,0.00,0.00]=2.14', '1495[0.00,4.00,0.00]=4.06', '5B01[4.00,4.00,0.00]=4.11', 'le_us=2777', 'est[1.98,0.51,0.71,53]']"
"['CD37[0.00,0.00,0.00]=2.27', '592F[4.00,0.00,0.00]=2.06', '1495[0.00,4.00,0.00]=4.11', '5B01[4.00,4.00,0.00]=4.10', 'le_us=2777', 'est[2.02,0.49,0.71,53]']"
"['592F[4.00,0.00,0.00]=2.07', 'CD37[0.00,0.00,0.00]=2.33', '5B01[4.00,4.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.07', 'le_us=2838', 'est[2.05,0.48,0.34,53]']"
"['592F[4.00,0.00,0.00]=2.08', 'CD37[0.00,0.00,0.00]=2.28', '5B01[4.00,4.00,0.00]=4.10', '1495[0.00,4.00,0.00]=4.14', 'le_us=2777', 'est[2.06,0.47,0.07,53]']"
"['592F[4.00,0.00,0.00]=2.03', 'CD37[0.00,0.00,0.00]=2.35', '5B01[4.00,4.00,0.00]=4.00', '1495[0.00,4.00,0.00]=4.10', 'le_us=2777', 'est[2.09,0.48,-0.13,56]']"
"['592F[4.00,0.00,0.00]=2.00', 'CD37[0.00,0.00,0.00]=2.41', '5B01[4.00,4.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.11', 'le_us=2838', 'est[2.12,0.48,-0.29,53]']"
"['592F[4.00,0.00,0.00]=1.98', 'CD37[0.00,0.00,0.00]=2.44', '5B01[4.00,4.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.18', 'le_us=2746', 'est[2.16,0.49,-0.41,53]']"
